Rate Date,Currency,Rate Year,Rate Month,Buying Rate,Central Rate,Selling Rate
08/04/2010,US DOLLAR,2010,August,147.56,148.06,148.56
08/03/2010,US DOLLAR,2010,August,147.52,148.02,148.52
08/02/2010,US DOLLAR,2010,August,147.52,148.02,148.52
7/30/2010,US DOLLAR,2010,July,147.6,148.1,148.6
7/29/2010,US DOLLAR,2010,July,147.6,148.1,148.6
7/28/2010,US DOLLAR,2010,July,147.6,148.1,148.6
7/27/2010,US DOLLAR,2010,July,147.67,148.17,148.67
7/26/2010,US DOLLAR,2010,July,147.67,148.17,148.67
7/23/2010,US DOLLAR,2010,July,147.72,148.22,148.72
7/22/2010,US DOLLAR,2010,July,147.72,148.22,148.72
7/21/2010,US DOLLAR,2010,July,147.72,148.22,148.72
7/20/2010,US DOLLAR,2010,July,147.72,148.22,148.72
7/19/2010,US DOLLAR,2010,July,147.7,148.2,148.7
7/16/2010,US DOLLAR,2010,July,147.62,148.12,148.62
7/15/2010,US DOLLAR,2010,July,147.62,148.12,148.62
7/14/2010,US DOLLAR,2010,July,147.62,148.12,148.62
7/13/2010,US DOLLAR,2010,July,147.62,148.12,148.62
07/12/2010,US DOLLAR,2010,July,147.62,148.12,148.62
07/09/2010,US DOLLAR,2010,July,147.52,148.02,148.52
07/08/2010,US DOLLAR,2010,July,147.52,148.02,148.52
07/07/2010,US DOLLAR,2010,July,147.52,148.02,148.52
07/06/2010,US DOLLAR,2010,July,147.45,147.95,148.45
07/05/2010,US DOLLAR,2010,July,147.45,147.95,148.45
07/02/2010,US DOLLAR,2010,July,147.5,148,148.5
07/01/2010,US DOLLAR,2010,July,147.5,148,148.5
6/30/2010,US DOLLAR,2010,June,147.5,148,148.5
6/29/2010,US DOLLAR,2010,June,147.55,148.05,148.55
6/28/2010,US DOLLAR,2010,June,147.55,148.05,148.55
6/25/2010,US DOLLAR,2010,June,147.6,148.1,148.6
6/24/2010,US DOLLAR,2010,June,147.6,148.1,148.6
6/23/2010,US DOLLAR,2010,June,147.6,148.1,148.6
6/22/2010,US DOLLAR,2010,June,147.65,148.15,148.65
6/21/2010,US DOLLAR,2010,June,147.65,148.15,148.65
6/18/2010,US DOLLAR,2010,June,147.71,148.21,148.71
6/17/2010,US DOLLAR,2010,June,147.71,148.21,148.71
6/16/2010,US DOLLAR,2010,June,147.71,148.21,148.71
6/15/2010,US DOLLAR,2010,June,147.88,148.38,148.88
6/14/2010,US DOLLAR,2010,June,147.88,148.38,148.88
06/11/2010,US DOLLAR,2010,June,147.89,148.39,148.89
06/10/2010,US DOLLAR,2010,June,147.89,148.39,148.89
06/09/2010,US DOLLAR,2010,June,147.89,148.39,148.89
06/08/2010,US DOLLAR,2010,June,147.81,148.31,148.81
06/07/2010,US DOLLAR,2010,June,147.81,148.31,148.81
06/04/2010,US DOLLAR,2010,June,147.75,148.25,148.75
06/03/2010,US DOLLAR,2010,June,147.75,148.25,148.75
06/02/2010,US DOLLAR,2010,June,147.75,148.25,148.75
06/01/2010,US DOLLAR,2010,June,147.78,148.28,148.78
5/28/2010,US DOLLAR,2010,May,147.78,148.28,148.78
5/27/2010,US DOLLAR,2010,May,147.78,148.28,148.78
5/26/2010,US DOLLAR,2010,May,147.78,148.325,148.87
5/25/2010,US DOLLAR,2010,May,147.87,148.37,148.87
5/24/2010,US DOLLAR,2010,May,147.87,148.37,148.87
5/21/2010,US DOLLAR,2010,May,147.93,148.43,148.93
5/20/2010,US DOLLAR,2010,May,147.93,148.43,148.93
5/19/2010,US DOLLAR,2010,May,147.93,148.43,148.93
5/18/2010,US DOLLAR,2010,May,147.85,148.35,148.85
5/17/2010,US DOLLAR,2010,May,147.85,148.35,148.85
5/14/2010,US DOLLAR,2010,May,147.81,148.31,148.81
5/13/2010,US DOLLAR,2010,May,147.81,148.31,148.81
05/12/2010,US DOLLAR,2010,May,147.81,148.31,148.81
05/11/2010,US DOLLAR,2010,May,147.72,148.22,148.72
05/10/2010,US DOLLAR,2010,May,147.72,148.22,148.72
05/07/2010,US DOLLAR,2010,May,147.81,148.31,148.81
05/05/2010,US DOLLAR,2010,May,147.81,148.31,148.81
05/04/2010,US DOLLAR,2010,May,147.61,148.11,148.61
4/30/2010,US DOLLAR,2010,April,147.61,148.11,148.61
4/29/2010,US DOLLAR,2010,April,147.61,148.11,148.61
4/28/2010,US DOLLAR,2010,April,147.61,148.11,148.61
4/27/2010,US DOLLAR,2010,April,147.51,148.01,148.51
4/26/2010,US DOLLAR,2010,April,147.51,148.01,148.51
4/23/2010,US DOLLAR,2010,April,147.43,147.93,148.43
4/22/2010,US DOLLAR,2010,April,147.43,147.93,148.43
4/21/2010,US DOLLAR,2010,April,147.43,147.93,148.43
4/20/2010,US DOLLAR,2010,April,147.41,147.91,148.41
4/19/2010,US DOLLAR,2010,April,147.41,147.91,148.41
4/16/2010,US DOLLAR,2010,April,147.35,147.85,148.35
4/15/2010,US DOLLAR,2010,April,147.35,147.85,148.35
4/14/2010,US DOLLAR,2010,April,147.35,147.85,148.35
4/13/2010,US DOLLAR,2010,April,147.3,147.8,148.3
04/12/2010,US DOLLAR,2010,April,147.3,147.8,148.3
04/09/2010,US DOLLAR,2010,April,147.25,147.75,148.25
04/08/2010,US DOLLAR,2010,April,147.25,147.75,148.25
04/07/2010,US DOLLAR,2010,April,147.25,147.75,148.25
04/06/2010,US DOLLAR,2010,April,147.3,147.8,148.3
04/01/2010,US DOLLAR,2010,April,147.3,147.8,148.3
3/31/2010,US DOLLAR,2010,March,147.3,147.8,148.3
3/30/2010,US DOLLAR,2010,March,147.51,148.01,148.51
3/29/2010,US DOLLAR,2010,March,147.51,148.01,148.51
3/26/2010,US DOLLAR,2010,March,147.3,147.8,148.3
3/25/2010,US DOLLAR,2010,March,147.3,147.8,148.3
3/24/2010,US DOLLAR,2010,March,147.3,147.8,148.3
3/23/2010,US DOLLAR,2010,March,147.31,147.81,148.31
3/22/2010,US DOLLAR,2010,March,147.31,147.81,148.31
3/19/2010,US DOLLAR,2010,March,147.4,147.9,148.4
3/18/2010,US DOLLAR,2010,March,147.4,147.9,148.4
3/17/2010,US DOLLAR,2010,March,147.4,147.9,148.4
3/16/2010,US DOLLAR,2010,March,147.35,147.85,148.35
3/15/2010,US DOLLAR,2010,March,147.35,147.85,148.35
03/11/2010,US DOLLAR,2010,March,147.25,147.75,148.25
03/10/2010,US DOLLAR,2010,March,147.25,147.75,148.25
03/09/2010,US DOLLAR,2010,March,147.31,147.81,148.31
03/08/2010,US DOLLAR,2010,March,147.31,147.81,148.31
03/05/2010,US DOLLAR,2010,March,147.31,147.81,148.31
03/04/2010,US DOLLAR,2010,March,147.31,147.81,148.31
03/03/2010,US DOLLAR,2010,March,147.31,147.81,148.31
03/02/2010,US DOLLAR,2010,March,147.41,147.91,148.41
03/01/2010,US DOLLAR,2010,March,147.41,147.91,148.41
2/25/2010,US DOLLAR,2010,February,147.61,148.11,148.61
2/24/2010,US DOLLAR,2010,February,147.61,148.11,148.61
2/23/2010,US DOLLAR,2010,February,147.6,148.1,148.6
2/22/2010,US DOLLAR,2010,February,147.6,148.1,148.6
2/19/2010,US DOLLAR,2010,February,147.71,148.21,148.71
2/18/2010,US DOLLAR,2010,February,147.71,148.21,148.71
2/17/2010,US DOLLAR,2010,February,147.71,148.21,148.71
2/16/2010,US DOLLAR,2010,February,147.48,147.98,148.48
2/15/2010,US DOLLAR,2010,February,147.48,147.98,148.48
02/12/2010,US DOLLAR,2010,February,147.6,148.1,148.6
02/11/2010,US DOLLAR,2010,February,147.6,148.1,148.6
02/10/2010,US DOLLAR,2010,February,147.6,148.1,148.6
02/09/2010,US DOLLAR,2010,February,147.94,148.44,148.94
02/08/2010,US DOLLAR,2010,February,147.94,148.44,148.94
02/05/2010,US DOLLAR,2010,February,147.94,148.44,148.94
02/04/2010,US DOLLAR,2010,February,147.94,148.44,148.94
02/03/2010,US DOLLAR,2010,February,147.94,148.44,148.94
02/02/2010,US DOLLAR,2010,February,148,148.5,149
02/01/2010,US DOLLAR,2010,February,148,148.5,149
1/29/2010,US DOLLAR,2010,January,147.83,148.33,148.83
1/28/2010,US DOLLAR,2010,January,147.83,148.33,148.83
1/27/2010,US DOLLAR,2010,January,147.83,148.33,148.83
1/26/2010,US DOLLAR,2010,January,147.63,148.13,148.63
1/25/2010,US DOLLAR,2010,January,147.63,148.13,148.63
1/22/2010,US DOLLAR,2010,January,147.13,147.63,148.13
1/21/2010,US DOLLAR,2010,January,147.13,147.63,148.13
1/20/2010,US DOLLAR,2010,January,147.13,147.63,148.13
1/19/2010,US DOLLAR,2010,January,147.03,147.53,148.03
1/18/2010,US DOLLAR,2010,January,147.03,147.53,148.03
1/15/2010,US DOLLAR,2010,January,147.83,148.33,148.83
1/14/2010,US DOLLAR,2010,January,147.83,148.33,148.83
1/13/2010,US DOLLAR,2010,January,147.83,148.33,148.83
01/12/2010,US DOLLAR,2010,January,147.41,147.91,148.41
01/11/2010,US DOLLAR,2010,January,147.41,147.91,148.41
01/08/2010,US DOLLAR,2010,January,146.91,147.41,147.91
01/07/2010,US DOLLAR,2010,January,146.91,147.41,147.91
01/06/2010,US DOLLAR,2010,January,146.91,147.41,147.91
01/05/2010,US DOLLAR,2010,January,146.6,147.1,147.6
01/04/2010,US DOLLAR,2010,January,146.6,147.1,147.6
12/31/2009,US DOLLAR,2009,December,147.1,147.6,148.1
12/30/2009,US DOLLAR,2009,December,147.1,147.6,148.1
12/29/2009,US DOLLAR,2009,December,147.1,147.6,148.1
12/28/2009,US DOLLAR,2009,December,147.1,147.6,148.1
12/23/2009,US DOLLAR,2009,December,147.1,147.6,148.1
12/22/2009,US DOLLAR,2009,December,147.1,147.6,148.1
12/21/2009,US DOLLAR,2009,December,147.1,147.6,148.1
12/18/2009,US DOLLAR,2009,December,147.1,147.6,148.1
12/17/2009,US DOLLAR,2009,December,147.1,147.6,148.1
12/16/2009,US DOLLAR,2009,December,147.1,147.6,148.1
12/15/2009,US DOLLAR,2009,December,147,147.5,148
12/14/2009,US DOLLAR,2009,December,147,147.5,148
12/11/2009,US DOLLAR,2009,December,147,147.5,148
12/10/2009,US DOLLAR,2009,December,147,147.5,148
12/09/2009,US DOLLAR,2009,December,147,147.5,148
12/08/2009,US DOLLAR,2009,December,148.09,148.59,149.09
12/07/2009,US DOLLAR,2009,December,148.09,148.59,149.09
12/04/2009,US DOLLAR,2009,December,147.31,147.81,148.31
12/03/2009,US DOLLAR,2009,December,147.31,147.81,148.31
12/02/2009,US DOLLAR,2009,December,147.31,147.81,148.31
12/01/2009,US DOLLAR,2009,December,147.31,147.81,148.31
11/30/2009,US DOLLAR,2009,November,147.31,147.81,148.31
11/25/2009,US DOLLAR,2009,November,147.5,148,148.5
11/23/2009,US DOLLAR,2009,November,147.4,147.9,148.4
11/20/2009,US DOLLAR,2009,November,148.75,149.25,149.75
11/19/2009,US DOLLAR,2009,November,148.75,149.25,149.75
11/18/2009,US DOLLAR,2009,November,148.75,149.25,149.75
11/17/2009,US DOLLAR,2009,November,149.11,149.61,150.11
11/16/2009,US DOLLAR,2009,November,149.11,149.61,150.11
11/13/2009,US DOLLAR,2009,November,149.11,149.61,150.11
11/12/2009,US DOLLAR,2009,November,149.11,149.61,150.11
11/11/2009,US DOLLAR,2009,November,149.11,149.61,150.11
11/10/2009,US DOLLAR,2009,November,149.02,149.52,150.02
11/09/2009,US DOLLAR,2009,November,149.02,149.52,150.02
11/06/2009,US DOLLAR,2009,November,148.63,149.13,149.63
11/05/2009,US DOLLAR,2009,November,148.63,149.13,149.63
11/04/2009,US DOLLAR,2009,November,148.63,149.13,149.63
11/03/2009,US DOLLAR,2009,November,148.35,148.85,149.35
11/02/2009,US DOLLAR,2009,November,148.35,148.85,149.35
10/30/2009,US DOLLAR,2009,October,148.14,148.64,149.14
10/29/2009,US DOLLAR,2009,October,148.14,148.64,149.14
10/28/2009,US DOLLAR,2009,October,148.14,148.64,149.14
10/27/2009,US DOLLAR,2009,October,148.14,148.64,149.14
10/26/2009,US DOLLAR,2009,October,148.14,148.64,149.14
10/23/2009,US DOLLAR,2009,October,147.61,148.11,148.61
10/22/2009,US DOLLAR,2009,October,147.61,148.11,148.61
10/21/2009,US DOLLAR,2009,October,147.61,148.11,148.61
10/20/2009,US DOLLAR,2009,October,147.21,147.71,148.21
10/19/2009,US DOLLAR,2009,October,147.21,147.71,148.21
10/16/2009,US DOLLAR,2009,October,146.86,147.36,147.86
10/15/2009,US DOLLAR,2009,October,146.86,147.36,147.86
10/14/2009,US DOLLAR,2009,October,146.86,147.36,147.86
10/13/2009,US DOLLAR,2009,October,146.03,146.53,147.03
10/12/2009,US DOLLAR,2009,October,146.03,146.53,147.03
10/09/2009,US DOLLAR,2009,October,145.51,146.01,146.51
10/08/2009,US DOLLAR,2009,October,145.51,146.01,146.51
10/07/2009,US DOLLAR,2009,October,145.51,146.01,146.51
10/06/2009,US DOLLAR,2009,October,145.51,146.01,146.51
10/05/2009,US DOLLAR,2009,October,145.51,146.01,146.51
10/02/2009,US DOLLAR,2009,October,146.32,146.82,147.32
9/30/2009,US DOLLAR,2009,September,146.32,146.82,147.32
9/29/2009,US DOLLAR,2009,September,148.51,149.01,149.51
9/28/2009,US DOLLAR,2009,September,148.51,149.01,149.51
9/25/2009,US DOLLAR,2009,September,150.01,150.51,151.01
9/24/2009,US DOLLAR,2009,September,150.01,150.51,151.01
9/23/2009,US DOLLAR,2009,September,150.01,150.51,151.01
9/18/2009,US DOLLAR,2009,September,150.61,151.11,151.61
9/17/2009,US DOLLAR,2009,September,150.61,151.11,151.61
9/16/2009,US DOLLAR,2009,September,150.61,151.11,151.61
9/15/2009,US DOLLAR,2009,September,150.81,151.31,151.81
9/14/2009,US DOLLAR,2009,September,150.81,151.31,151.81
09/11/2009,US DOLLAR,2009,September,150.91,151.41,151.91
09/10/2009,US DOLLAR,2009,September,150.91,151.41,151.91
09/09/2009,US DOLLAR,2009,September,150.91,151.41,151.91
09/08/2009,US DOLLAR,2009,September,150.81,151.31,151.81
09/07/2009,US DOLLAR,2009,September,150.81,151.31,151.81
09/04/2009,US DOLLAR,2009,September,150.37,150.87,151.37
09/03/2009,US DOLLAR,2009,September,150.37,150.87,151.37
09/02/2009,US DOLLAR,2009,September,150.37,150.87,151.37
09/01/2009,US DOLLAR,2009,September,149.91,150.41,150.91
8/31/2009,US DOLLAR,2009,August,149.91,150.41,150.91
8/28/2009,US DOLLAR,2009,August,149.6,150.1,150.6
8/27/2009,US DOLLAR,2009,August,149.6,150.1,150.6
8/26/2009,US DOLLAR,2009,August,149.6,150.1,150.6
8/25/2009,US DOLLAR,2009,August,149.46,149.96,150.46
8/24/2009,US DOLLAR,2009,August,149.46,149.96,150.46
8/21/2009,US DOLLAR,2009,August,149.32,149.82,150.32
8/20/2009,US DOLLAR,2009,August,149.32,149.82,150.32
8/19/2009,US DOLLAR,2009,August,149.32,149.82,150.32
8/18/2009,US DOLLAR,2009,August,149.27,149.77,150.27
8/17/2009,US DOLLAR,2009,August,149.27,149.77,150.27
8/14/2009,US DOLLAR,2009,August,149.06,149.56,150.06
8/13/2009,US DOLLAR,2009,August,149.06,149.56,150.06
08/12/2009,US DOLLAR,2009,August,149.06,149.56,150.06
08/11/2009,US DOLLAR,2009,August,149.01,149.51,150.01
08/10/2009,US DOLLAR,2009,August,149.01,149.51,150.01
08/07/2009,US DOLLAR,2009,August,149.31,149.81,150.31
08/06/2009,US DOLLAR,2009,August,149.31,149.81,150.31
08/05/2009,US DOLLAR,2009,August,149.31,149.81,150.31
08/04/2009,US DOLLAR,2009,August,149.25,149.75,150.25
08/03/2009,US DOLLAR,2009,August,149.25,149.75,150.25
7/31/2009,US DOLLAR,2009,July,148.75,149.25,149.75
7/30/2009,US DOLLAR,2009,July,148.75,149.25,149.75
7/29/2009,US DOLLAR,2009,July,148.75,149.25,149.75
7/28/2009,US DOLLAR,2009,July,147.41,147.91,148.41
7/27/2009,US DOLLAR,2009,July,147.41,147.91,148.41
7/24/2009,US DOLLAR,2009,July,146.38,146.88,147.38
7/23/2009,US DOLLAR,2009,July,146.38,146.88,147.38
7/22/2009,US DOLLAR,2009,July,146.38,146.88,147.38
7/21/2009,US DOLLAR,2009,July,145.72,146.22,146.72
7/20/2009,US DOLLAR,2009,July,145.72,146.22,146.72
7/17/2009,US DOLLAR,2009,July,145.3,145.8,146.3
7/16/2009,US DOLLAR,2009,July,145.3,145.8,146.3
7/15/2009,US DOLLAR,2009,July,145.3,145.8,146.3
7/14/2009,US DOLLAR,2009,July,145.1,145.6,146.1
7/13/2009,US DOLLAR,2009,July,145.1,145.6,146.1
07/10/2009,US DOLLAR,2009,July,145,145.5,146
07/09/2009,US DOLLAR,2009,July,145,145.5,146
07/08/2009,US DOLLAR,2009,July,145,145.5,146
07/07/2009,US DOLLAR,2009,July,145.7,146.2,146.7
07/06/2009,US DOLLAR,2009,July,145.7,146.2,146.7
07/03/2009,US DOLLAR,2009,July,145.7,146.2,146.7
07/02/2009,US DOLLAR,2009,July,145.7,146.2,146.7
07/01/2009,US DOLLAR,2009,July,145.7,146.2,146.7
6/30/2009,US DOLLAR,2009,June,145.75,146.25,146.75
6/29/2009,US DOLLAR,2009,June,145.75,146.25,146.75
6/26/2009,US DOLLAR,2009,June,145.76,146.26,146.76
6/25/2009,US DOLLAR,2009,June,145.76,146.26,146.76
6/24/2009,US DOLLAR,2009,June,145.76,146.26,146.76
6/23/2009,US DOLLAR,2009,June,145.76,146.26,146.76
6/22/2009,US DOLLAR,2009,June,145.76,146.26,146.76
6/19/2009,US DOLLAR,2009,June,145.7,146.2,146.7
6/18/2009,US DOLLAR,2009,June,145.7,146.2,146.7
6/17/2009,US DOLLAR,2009,June,145.7,146.2,146.7
6/16/2009,US DOLLAR,2009,June,145.7,146.2,146.7
6/15/2009,US DOLLAR,2009,June,145.7,146.2,146.7
06/12/2009,US DOLLAR,2009,June,145.75,146.25,146.75
06/11/2009,US DOLLAR,2009,June,145.75,146.25,146.75
06/10/2009,US DOLLAR,2009,June,145.75,146.25,146.75
06/09/2009,US DOLLAR,2009,June,145.75,146.25,146.75
06/08/2009,US DOLLAR,2009,June,145.75,146.25,146.75
06/05/2009,US DOLLAR,2009,June,145.74,146.24,146.74
06/04/2009,US DOLLAR,2009,June,145.74,146.24,146.74
06/03/2009,US DOLLAR,2009,June,145.74,146.24,146.74
06/02/2009,US DOLLAR,2009,June,145.7,146.2,146.7
06/01/2009,US DOLLAR,2009,June,145.7,146.2,146.7
5/28/2009,US DOLLAR,2009,May,145.7,146.2,146.7
5/27/2009,US DOLLAR,2009,May,145.7,146.2,146.7
5/26/2009,US DOLLAR,2009,May,145.7,146.2,146.7
5/25/2009,US DOLLAR,2009,May,145.63,146.13,146.63
5/22/2009,US DOLLAR,2009,May,145.63,146.13,146.63
5/21/2009,US DOLLAR,2009,May,145.63,146.13,146.63
5/20/2009,US DOLLAR,2009,May,145.63,146.13,146.63
5/19/2009,US DOLLAR,2009,May,145.63,146.13,146.63
5/18/2009,US DOLLAR,2009,May,145.53,146.03,146.53
5/15/2009,US DOLLAR,2009,May,145.5,146,146.5
5/14/2009,US DOLLAR,2009,May,145.32,145.82,146.32
5/13/2009,US DOLLAR,2009,May,145.32,145.82,146.32
05/12/2009,US DOLLAR,2009,May,145.2,145.7,146.2
05/11/2009,US DOLLAR,2009,May,145.05,145.55,146.05
05/08/2009,US DOLLAR,2009,May,145.01,145.51,146.01
05/07/2009,US DOLLAR,2009,May,145.01,145.51,146.01
05/06/2009,US DOLLAR,2009,May,145.01,145.51,146.01
05/05/2009,US DOLLAR,2009,May,145,145.5,146
05/04/2009,US DOLLAR,2009,May,145,145.5,146
4/30/2009,US DOLLAR,2009,April,144.9,145.4,145.9
4/29/2009,US DOLLAR,2009,April,144.9,145.4,145.9
4/28/2009,US DOLLAR,2009,April,144.7,145.2,145.7
4/27/2009,US DOLLAR,2009,April,144.7,145.2,145.7
4/24/2009,US DOLLAR,2009,April,144.5,145,145.5
4/23/2009,US DOLLAR,2009,April,144.5,145,145.5
4/22/2009,US DOLLAR,2009,April,144.9,145.4,145.9
4/21/2009,US DOLLAR,2009,April,145.01,145.51,146.01
4/20/2009,US DOLLAR,2009,April,144.5,145,145.5
4/17/2009,US DOLLAR,2009,April,144.9,145.4,145.9
4/16/2009,US DOLLAR,2009,April,144.9,145.4,145.9
4/15/2009,US DOLLAR,2009,April,144.9,145.4,145.9
4/14/2009,US DOLLAR,2009,April,144.75,145.25,145.75
04/09/2009,US DOLLAR,2009,April,144.8,145.3,145.8
04/08/2009,US DOLLAR,2009,April,144.8,145.3,145.8
04/07/2009,US DOLLAR,2009,April,144.8,145.3,145.8
04/06/2009,US DOLLAR,2009,April,144.7,145.2,145.7
04/03/2009,US DOLLAR,2009,April,144.7,145.2,145.7
04/02/2009,US DOLLAR,2009,April,144.75,145.25,145.75
04/01/2009,US DOLLAR,2009,April,144.78,145.28,145.78
3/31/2009,US DOLLAR,2009,March,144.7,145.2,145.7
3/30/2009,US DOLLAR,2009,March,144.75,145.25,145.75
3/27/2009,US DOLLAR,2009,March,144.75,145.25,145.75
3/26/2009,US DOLLAR,2009,March,144.5,145,145.5
3/25/2009,US DOLLAR,2009,March,144.78,145.28,145.78
3/24/2009,US DOLLAR,2009,March,145,145.5,146
3/23/2009,US DOLLAR,2009,March,145,145.5,146
3/20/2009,US DOLLAR,2009,March,146.51,147.01,147.51
3/19/2009,US DOLLAR,2009,March,146.2,146.7,147.2
3/18/2009,US DOLLAR,2009,March,145.95,146.45,146.95
3/17/2009,US DOLLAR,2009,March,145.6,146.1,146.6
3/16/2009,US DOLLAR,2009,March,145.6,146.1,146.6
3/13/2009,US DOLLAR,2009,March,145.6,146.1,146.6
03/12/2009,US DOLLAR,2009,March,145.6,146.1,146.6
03/11/2009,US DOLLAR,2009,March,145.6,146.1,146.6
03/10/2009,US DOLLAR,2009,March,145.28,145.78,146.28
03/06/2009,US DOLLAR,2009,March,145.28,145.78,146.28
03/05/2009,US DOLLAR,2009,March,145.28,145.78,146.28
03/04/2009,US DOLLAR,2009,March,145.28,145.78,146.28
03/03/2009,US DOLLAR,2009,March,145.02,145.52,146.02
03/02/2009,US DOLLAR,2009,March,145.02,145.52,146.02
2/27/2009,US DOLLAR,2009,February,144.85,145.35,145.85
2/26/2009,US DOLLAR,2009,February,144.85,145.35,145.85
2/25/2009,US DOLLAR,2009,February,144.85,145.35,145.85
2/24/2009,US DOLLAR,2009,February,144.9,145.4,145.9
2/23/2009,US DOLLAR,2009,February,144.9,145.4,145.9
2/20/2009,US DOLLAR,2009,February,144.9,145.4,145.9
2/19/2009,US DOLLAR,2009,February,144.9,145.4,145.9
2/18/2009,US DOLLAR,2009,February,144.9,145.4,145.9
2/17/2009,US DOLLAR,2009,February,144.9,145.4,145.9
2/16/2009,US DOLLAR,2009,February,144.9,145.4,145.9
2/13/2009,US DOLLAR,2009,February,144.5,145,145.5
02/12/2009,US DOLLAR,2009,February,144.5,145,145.5
02/11/2009,US DOLLAR,2009,February,144.5,145,145.5
02/10/2009,US DOLLAR,2009,February,144.85,145.35,145.85
02/09/2009,US DOLLAR,2009,February,144.85,145.35,145.85
02/06/2009,US DOLLAR,2009,February,144.3,144.8,145.3
02/05/2009,US DOLLAR,2009,February,144.3,144.8,145.3
02/04/2009,US DOLLAR,2009,February,144.3,144.8,145.3
02/03/2009,US DOLLAR,2009,February,144.3,144.8,145.3
02/02/2009,US DOLLAR,2009,February,144.3,144.8,145.3
1/30/2009,US DOLLAR,2009,January,143.51,144.01,144.51
1/28/2009,US DOLLAR,2009,January,143.51,144.01,144.51
1/27/2009,US DOLLAR,2009,January,143.1,143.6,144.1
1/26/2009,US DOLLAR,2009,January,143.1,143.6,144.1
1/23/2009,US DOLLAR,2009,January,143,143.5,144
1/22/2009,US DOLLAR,2009,January,143,143.5,144
1/21/2009,US DOLLAR,2009,January,143,143.5,144
1/20/2009,US DOLLAR,2009,January,143.01,143.51,144.01
1/19/2009,US DOLLAR,2009,January,143.01,143.51,144.01
1/16/2009,US DOLLAR,2009,January,142.57,143.07,143.57
1/15/2009,US DOLLAR,2009,January,145.54,146.04,146.54
1/14/2009,US DOLLAR,2009,January,149,149.5,150
1/13/2009,US DOLLAR,2009,January,149,149.5,150
01/12/2009,US DOLLAR,2009,January,149,149.5,150
01/09/2009,US DOLLAR,2009,January,143,143.5,144
01/08/2009,US DOLLAR,2009,January,140,140.5,141
01/07/2009,US DOLLAR,2009,January,138.03,138.53,139.03
01/06/2009,US DOLLAR,2009,January,130.25,130.75,131.25
01/05/2009,US DOLLAR,2009,January,130.25,130.75,131.25
01/02/2009,US DOLLAR,2009,January,130.25,130.75,131.25
12/31/2008,US DOLLAR,2008,December,130.25,130.75,131.25
12/30/2008,US DOLLAR,2008,December,130.25,130.75,131.25
12/29/2008,US DOLLAR,2008,December,130.25,130.75,131.25
12/24/2008,US DOLLAR,2008,December,130.25,130.75,131.25
12/23/2008,US DOLLAR,2008,December,130.25,130.75,131.25
12/22/2008,US DOLLAR,2008,December,130.25,130.75,131.25
12/19/2008,US DOLLAR,2008,December,130.25,130.75,131.25
12/18/2008,US DOLLAR,2008,December,130.25,130.75,131.25
12/17/2008,US DOLLAR,2008,December,130.25,130.75,131.25
12/16/2008,US DOLLAR,2008,December,130.25,130.75,131.25
12/15/2008,US DOLLAR,2008,December,130.25,130.75,131.25
12/12/2008,US DOLLAR,2008,December,130.25,130.75,131.25
12/11/2008,US DOLLAR,2008,December,130.25,130.75,131.25
12/10/2008,US DOLLAR,2008,December,130.25,130.75,131.25
12/05/2008,US DOLLAR,2008,December,125.1,125.6,126.1
12/04/2008,US DOLLAR,2008,December,125.1,125.6,126.1
12/03/2008,US DOLLAR,2008,December,125.1,125.6,126.1
12/02/2008,US DOLLAR,2008,December,117.32,117.82,118.32
12/01/2008,US DOLLAR,2008,December,117.32,117.82,118.32
11/28/2008,US DOLLAR,2008,November,115.62,116.12,116.62
11/27/2008,US DOLLAR,2008,November,115.62,116.12,116.62
11/26/2008,US DOLLAR,2008,November,115.62,116.12,116.62
11/25/2008,US DOLLAR,2008,November,115.58,116.08,116.58
11/24/2008,US DOLLAR,2008,November,115.58,116.08,116.58
11/21/2008,US DOLLAR,2008,November,115.57,116.07,116.57
11/20/2008,US DOLLAR,2008,November,115.57,116.07,116.57
11/19/2008,US DOLLAR,2008,November,115.57,116.07,116.57
