Rate Date,Currency,Rate Year,Rate Month,Buying Rate,Central Rate,Selling Rate
5/22/2012,US DOLLAR,2012,May,154.7,155.2,155.7
5/21/2012,US DOLLAR,2012,May,154.7,155.2,155.7
5/18/2012,US DOLLAR,2012,May,154.7,155.2,155.7
5/17/2012,US DOLLAR,2012,May,154.7,155.2,155.7
5/16/2012,US DOLLAR,2012,May,154.7,155.2,155.7
5/15/2012,US DOLLAR,2012,May,154.7,155.2,155.7
5/14/2012,US DOLLAR,2012,May,154.7,155.2,155.7
05/11/2012,US DOLLAR,2012,May,154.75,155.25,155.75
05/10/2012,US DOLLAR,2012,May,154.75,155.25,155.75
05/09/2012,US DOLLAR,2012,May,154.75,155.25,155.75
05/08/2012,US DOLLAR,2012,May,154.75,155.25,155.75
05/07/2012,US DOLLAR,2012,May,154.75,155.25,155.75
05/04/2012,US DOLLAR,2012,May,154.7,155.2,155.7
05/03/2012,US DOLLAR,2012,May,154.7,155.2,155.7
05/02/2012,US DOLLAR,2012,May,154.7,155.2,155.7
4/30/2012,US DOLLAR,2012,April,154.7,155.2,155.7
4/27/2012,US DOLLAR,2012,April,154.65,155.15,155.65
4/26/2012,US DOLLAR,2012,April,154.65,155.15,155.65
4/25/2012,US DOLLAR,2012,April,154.65,155.15,155.65
4/24/2012,US DOLLAR,2012,April,154.75,155.25,155.75
4/23/2012,US DOLLAR,2012,April,154.75,155.25,155.75
4/20/2012,US DOLLAR,2012,April,154.75,155.25,155.75
4/19/2012,US DOLLAR,2012,April,154.75,155.25,155.75
4/18/2012,US DOLLAR,2012,April,154.75,155.25,155.75
4/17/2012,US DOLLAR,2012,April,154.7,155.2,155.7
4/16/2012,US DOLLAR,2012,April,154.7,155.2,155.7
4/13/2012,US DOLLAR,2012,April,154.8,155.3,155.8
04/12/2012,US DOLLAR,2012,April,154.8,155.3,155.8
04/11/2012,US DOLLAR,2012,April,154.8,155.3,155.8
04/10/2012,US DOLLAR,2012,April,154.9,155.4,155.9
04/05/2012,US DOLLAR,2012,March,154.9,155.4,155.9
04/04/2012,US DOLLAR,2012,April,154.9,155.4,155.9
04/03/2012,US DOLLAR,2012,April,154.9,155.4,155.9
04/02/2012,US DOLLAR,2012,April,154.9,155.4,155.9
3/30/2012,US DOLLAR,2012,March,155.01,155.51,156.01
3/29/2012,US DOLLAR,2012,March,155.01,155.51,156.01
3/28/2012,US DOLLAR,2012,March,155.01,155.51,156.01
3/27/2012,US DOLLAR,2012,March,155.06,155.56,156.06
3/26/2012,US DOLLAR,2012,March,155.06,155.56,156.06
3/23/2012,US DOLLAR,2012,March,155.06,155.56,156.06
3/22/2012,US DOLLAR,2012,March,155.06,155.56,156.06
3/21/2012,US DOLLAR,2012,March,155.06,155.56,156.06
3/20/2012,US DOLLAR,2012,March,155.06,155.56,156.06
3/19/2012,US DOLLAR,2012,March,155.06,155.56,156.06
3/16/2012,US DOLLAR,2012,March,155.06,155.56,156.06
3/15/2012,US DOLLAR,2012,March,155.06,155.56,156.06
3/14/2012,US DOLLAR,2012,March,155.06,155.56,156.06
3/13/2012,US DOLLAR,2012,March,155.06,155.56,156.06
03/12/2012,US DOLLAR,2012,March,155.06,155.56,156.06
03/09/2012,US DOLLAR,2012,March,155.01,155.51,156.01
03/08/2012,US DOLLAR,2012,March,155.01,155.51,156.01
03/07/2012,US DOLLAR,2012,March,155.01,155.51,156.01
03/06/2012,US DOLLAR,2012,March,155.01,155.51,156.01
03/05/2012,US DOLLAR,2012,March,155.01,155.51,156.01
03/02/2012,US DOLLAR,2012,March,154.9,155.4,155.9
03/01/2012,US DOLLAR,2012,March,154.9,155.4,155.9
2/29/2012,US DOLLAR,2012,February,154.9,155.4,155.9
2/28/2012,US DOLLAR,2012,February,154.9,155.4,155.9
2/27/2012,US DOLLAR,2012,February,154.9,155.4,155.9
2/24/2012,US DOLLAR,2012,February,154.9,155.4,155.9
2/23/2012,US DOLLAR,2012,February,154.9,155.4,155.9
2/22/2012,US DOLLAR,2012,February,154.9,155.4,155.9
2/21/2012,US DOLLAR,2012,February,155.1,155.6,156.1
2/20/2012,US DOLLAR,2012,February,155.1,155.6,156.1
2/16/2012,US DOLLAR,2012,February,155.4,155.9,156.4
2/15/2012,US DOLLAR,2012,February,155.4,155.9,156.4
2/14/2012,US DOLLAR,2012,February,155.5,156,156.5
2/13/2012,US DOLLAR,2012,February,155.5,156,156.5
02/10/2012,US DOLLAR,2012,February,155.5,156,156.5
02/09/2012,US DOLLAR,2012,February,155.5,156,156.5
02/08/2012,US DOLLAR,2012,February,155.5,156,156.5
02/07/2012,US DOLLAR,2012,February,155.7,156.2,156.7
02/03/2012,US DOLLAR,2012,February,155.7,156.2,156.7
02/02/2012,US DOLLAR,2012,February,155.7,156.2,156.7
02/01/2012,US DOLLAR,2012,February,155.7,156.2,156.7
1/31/2012,US DOLLAR,2012,January,156.05,156.55,157.05
1/30/2012,US DOLLAR,2012,January,156.05,156.55,157.05
1/27/2012,US DOLLAR,2012,January,155.85,156.35,156.85
1/26/2012,US DOLLAR,2012,January,155.85,156.35,156.85
1/25/2012,US DOLLAR,2012,January,155.85,156.35,156.85
1/24/2012,US DOLLAR,2012,January,156,156.5,157
1/23/2012,US DOLLAR,2012,January,156,156.5,157
1/20/2012,US DOLLAR,2012,January,155.85,156.35,156.85
1/19/2012,US DOLLAR,2012,January,155.85,156.35,156.85
1/18/2012,US DOLLAR,2012,January,155.85,156.35,156.85
1/17/2012,US DOLLAR,2012,January,155.7,156.2,156.7
1/16/2012,US DOLLAR,2012,January,155.7,156.2,156.7
1/13/2012,US DOLLAR,2012,January,155.7,156.2,156.7
01/12/2012,US DOLLAR,2012,January,155.7,156.2,156.7
01/11/2012,US DOLLAR,2012,January,155.7,156.2,156.7
01/10/2012,US DOLLAR,2012,January,155.83,156.33,156.83
01/09/2012,US DOLLAR,2012,January,155.83,156.33,156.83
01/06/2012,US DOLLAR,2012,January,155.71,156.21,156.71
01/05/2012,US DOLLAR,2012,January,155.71,156.21,156.71
01/04/2012,US DOLLAR,2012,January,155.71,156.21,156.71
01/03/2012,US DOLLAR,2012,January,155.7,156.2,156.7
12/30/2011,US DOLLAR,2011,December,155.7,156.2,156.7
12/29/2011,US DOLLAR,2011,December,155.7,156.2,156.7
12/28/2011,US DOLLAR,2011,December,155.7,156.2,156.7
12/23/2011,US DOLLAR,2011,December,155.7,156.2,156.7
12/22/2011,US DOLLAR,2011,December,155.7,156.2,156.7
12/21/2011,US DOLLAR,2011,December,155.7,156.2,156.7
12/20/2011,US DOLLAR,2011,December,155.7,156.2,156.7
12/19/2011,US DOLLAR,2011,December,155.7,156.2,156.7
12/16/2011,US DOLLAR,2011,December,155.7,156.2,156.7
12/15/2011,US DOLLAR,2011,December,155.7,156.2,156.7
12/14/2011,US DOLLAR,2011,December,155.7,156.2,156.7
12/13/2011,US DOLLAR,2011,December,155.7,156.2,156.7
12/12/2011,US DOLLAR,2011,December,155.7,156.2,156.7
12/09/2011,US DOLLAR,2011,December,155.7,156.2,156.7
12/08/2011,US DOLLAR,2011,December,155.7,156.2,156.7
12/07/2011,US DOLLAR,2011,December,155.7,156.2,156.7
12/06/2011,US DOLLAR,2011,December,155.5,156,156.5
12/05/2011,US DOLLAR,2011,December,155.5,156,156.5
12/02/2011,US DOLLAR,2011,December,155.31,155.81,156.31
12/01/2011,US DOLLAR,2011,December,155.31,155.81,156.31
11/30/2011,US DOLLAR,2011,November,155.31,155.81,156.31
11/29/2011,US DOLLAR,2011,November,156.26,156.76,157.26
11/28/2011,US DOLLAR,2011,November,156.26,156.76,157.26
11/25/2011,US DOLLAR,2011,November,155.21,155.71,156.21
11/24/2011,US DOLLAR,2011,November,155.21,155.71,156.21
11/23/2011,US DOLLAR,2011,November,155.21,155.71,156.21
11/22/2011,US DOLLAR,2011,November,154.21,154.71,155.21
11/21/2011,US DOLLAR,2011,November,154.21,154.71,155.21
11/18/2011,US DOLLAR,2011,November,153.5,154,154.5
11/17/2011,US DOLLAR,2011,November,153.5,154,154.5
11/16/2011,US DOLLAR,2011,November,153.5,154,154.5
11/15/2011,US DOLLAR,2011,November,153.5,154,154.5
11/14/2011,US DOLLAR,2011,November,153.5,154,154.5
11/11/2011,US DOLLAR,2011,November,151.82,152.32,152.82
11/10/2011,US DOLLAR,2011,November,151.82,152.32,152.82
11/09/2011,US DOLLAR,2011,November,151.82,152.32,152.82
11/04/2011,US DOLLAR,2011,November,149.73,150.23,150.73
11/03/2011,US DOLLAR,2011,November,149.73,150.23,150.73
11/02/2011,US DOLLAR,2011,November,149.73,150.23,150.73
11/01/2011,US DOLLAR,2011,November,149.25,149.75,150.25
10/31/2011,US DOLLAR,2011,October,149.25,149.75,150.25
10/28/2011,US DOLLAR,2011,October,149.05,149.55,150.05
10/27/2011,US DOLLAR,2011,October,149.05,149.55,150.05
10/26/2011,US DOLLAR,2011,October,149.05,149.55,150.05
10/25/2011,US DOLLAR,2011,October,149.01,149.51,150.01
10/24/2011,US DOLLAR,2011,October,149.01,149.51,150.01
10/21/2011,US DOLLAR,2011,October,148.95,149.45,149.95
10/20/2011,US DOLLAR,2011,October,148.95,149.45,149.95
10/19/2011,US DOLLAR,2011,October,148.95,149.45,149.95
10/18/2011,US DOLLAR,2011,October,148.95,149.45,149.95
10/17/2011,US DOLLAR,2011,October,148.95,149.45,149.95
10/14/2011,US DOLLAR,2011,October,149,149.5,150
10/13/2011,US DOLLAR,2011,October,149,149.5,150
10/12/2011,US DOLLAR,2011,October,149,149.5,150
10/11/2011,US DOLLAR,2011,October,155.91,156.41,156.91
10/10/2011,US DOLLAR,2011,October,155.91,156.41,156.91
10/07/2011,US DOLLAR,2011,October,154.4,154.9,155.4
10/06/2011,US DOLLAR,2011,October,154.4,154.9,155.4
10/05/2011,US DOLLAR,2011,October,153.4,154.4,155.4
10/04/2011,US DOLLAR,2011,October,153.6,154.1,154.6
9/30/2011,US DOLLAR,2011,September,153.6,154.1,154.6
9/29/2011,US DOLLAR,2011,September,153.6,154.1,154.6
9/28/2011,US DOLLAR,2011,September,153.6,154.1,154.6
9/27/2011,US DOLLAR,2011,September,154.02,154.52,155.02
9/26/2011,US DOLLAR,2011,September,154.02,154.52,155.02
9/23/2011,US DOLLAR,2011,September,153.42,153.92,154.42
9/22/2011,US DOLLAR,2011,September,153.42,153.92,154.42
9/21/2011,US DOLLAR,2011,September,153.42,153.92,154.42
9/20/2011,US DOLLAR,2011,September,152.91,153.41,153.91
9/19/2011,US DOLLAR,2011,September,152.91,153.41,153.91
9/16/2011,US DOLLAR,2011,September,152.54,153.04,153.54
9/15/2011,US DOLLAR,2011,September,152.54,153.04,153.54
9/14/2011,US DOLLAR,2011,September,152.54,153.04,153.54
9/13/2011,US DOLLAR,2011,September,152.27,152.77,153.27
09/12/2011,US DOLLAR,2011,September,152.27,152.77,153.27
09/09/2011,US DOLLAR,2011,September,152.16,152.66,153.16
09/08/2011,US DOLLAR,2011,September,152.16,152.66,153.16
09/07/2011,US DOLLAR,2011,September,152.16,152.66,153.16
09/06/2011,US DOLLAR,2011,September,151.81,152.31,152.81
09/05/2011,US DOLLAR,2011,September,151.81,152.31,152.81
09/02/2011,US DOLLAR,2011,September,151.81,152.31,152.81
09/01/2011,US DOLLAR,2011,September,151.4,151.9,152.4
8/29/2011,US DOLLAR,2011,August,151.4,151.9,152.4
8/26/2011,US DOLLAR,2011,August,151.1,151.6,152.1
8/25/2011,US DOLLAR,2011,August,151.1,151.6,152.1
8/24/2011,US DOLLAR,2011,August,151.1,151.6,152.1
8/23/2011,US DOLLAR,2011,August,150.85,151.35,151.85
8/22/2011,US DOLLAR,2011,August,150.85,151.35,151.85
8/19/2011,US DOLLAR,2011,August,150.35,150.85,151.35
8/18/2011,US DOLLAR,2011,August,150.35,150.85,151.35
8/17/2011,US DOLLAR,2011,August,150.35,150.85,151.35
8/16/2011,US DOLLAR,2011,August,150.01,150.51,151.01
8/15/2011,US DOLLAR,2011,August,150.01,150.51,151.01
08/12/2011,US DOLLAR,2011,August,149.75,150.25,150.75
08/11/2011,US DOLLAR,2011,August,149.75,150.25,150.75
08/10/2011,US DOLLAR,2011,August,149.75,150.25,150.75
08/09/2011,US DOLLAR,2011,August,149.5,150,150.5
08/08/2011,US DOLLAR,2011,August,149.5,150,150.5
08/05/2011,US DOLLAR,2011,August,149.77,150.27,150.77
08/04/2011,US DOLLAR,2011,August,149.77,150.27,150.77
08/03/2011,US DOLLAR,2011,August,149.77,150.27,150.77
08/02/2011,US DOLLAR,2011,August,149.62,150.12,150.62
08/01/2011,US DOLLAR,2011,August,149.62,150.12,150.62
7/29/2011,US DOLLAR,2011,July,149.46,149.96,150.46
7/28/2011,US DOLLAR,2011,July,149.46,149.96,150.46
7/27/2011,US DOLLAR,2011,July,149.46,149.96,150.46
7/26/2011,US DOLLAR,2011,July,149.26,149.76,150.26
7/25/2011,US DOLLAR,2011,July,149.26,149.76,150.26
7/22/2011,US DOLLAR,2011,July,149.11,149.61,150.11
7/21/2011,US DOLLAR,2011,July,149.11,149.61,150.11
7/20/2011,US DOLLAR,2011,July,149.11,149.61,150.11
7/19/2011,US DOLLAR,2011,July,149,149.5,150
7/18/2011,US DOLLAR,2011,July,149,149.5,150
7/15/2011,US DOLLAR,2011,July,149.08,149.58,150.08
7/14/2011,US DOLLAR,2011,July,149.08,149.58,150.08
7/13/2011,US DOLLAR,2011,July,149.08,149.58,150.08
07/12/2011,US DOLLAR,2011,July,149,149.5,150
07/11/2011,US DOLLAR,2011,July,149,149.5,150
07/08/2011,US DOLLAR,2011,July,149.5,150,150.5
07/07/2011,US DOLLAR,2011,July,149.5,150,150.5
07/06/2011,US DOLLAR,2011,July,149.5,150,150.5
07/05/2011,US DOLLAR,2011,July,149.9,150.4,150.9
07/04/2011,US DOLLAR,2011,July,149.9,150.4,150.9
07/01/2011,US DOLLAR,2011,July,150.79,151.29,151.79
6/30/2011,US DOLLAR,2011,June,150.79,151.29,151.79
6/29/2011,US DOLLAR,2011,June,150.79,151.29,151.79
6/28/2011,US DOLLAR,2011,June,151.64,152.14,152.64
6/27/2011,US DOLLAR,2011,June,151.64,152.14,152.64
6/24/2011,US DOLLAR,2011,June,152.63,153.13,153.63
6/23/2011,US DOLLAR,2011,June,152.63,153.13,153.63
6/22/2011,US DOLLAR,2011,June,152.63,153.13,153.63
6/21/2011,US DOLLAR,2011,June,152.39,152.89,153.39
6/20/2011,US DOLLAR,2011,June,152.39,152.89,153.39
6/17/2011,US DOLLAR,2011,June,152.18,152.68,153.18
6/16/2011,US DOLLAR,2011,June,152.18,152.68,153.18
6/15/2011,US DOLLAR,2011,June,152.18,152.68,153.18
6/14/2011,US DOLLAR,2011,June,151.97,152.47,152.97
6/13/2011,US DOLLAR,2011,June,151.97,152.47,152.97
06/10/2011,US DOLLAR,2011,June,151.85,152.35,152.85
06/09/2011,US DOLLAR,2011,June,151.85,152.35,152.85
06/08/2011,US DOLLAR,2011,June,151.85,152.35,152.85
06/07/2011,US DOLLAR,2011,June,151.79,152.29,152.79
06/06/2011,US DOLLAR,2011,June,151.79,152.29,152.79
06/03/2011,US DOLLAR,2011,June,152.09,152.59,153.09
06/02/2011,US DOLLAR,2011,June,152.09,152.59,153.09
06/01/2011,US DOLLAR,2011,June,152.09,152.59,153.09
5/31/2011,US DOLLAR,2011,May,152.59,153.09,153.59
5/27/2011,US DOLLAR,2011,May,152.59,153.09,153.59
5/26/2011,US DOLLAR,2011,May,152.59,153.09,153.59
5/25/2011,US DOLLAR,2011,May,152.59,153.09,153.59
5/24/2011,US DOLLAR,2011,May,152.38,152.88,153.38
5/23/2011,US DOLLAR,2011,May,152.38,152.88,153.38
5/18/2011,US DOLLAR,2011,May,152.21,152.71,153.21
5/17/2011,US DOLLAR,2011,May,152.05,152.55,153.05
5/16/2011,US DOLLAR,2011,May,152.05,152.55,153.05
5/13/2011,US DOLLAR,2011,May,152.39,152.89,153.39
05/12/2011,US DOLLAR,2011,May,152.39,152.89,153.39
05/11/2011,US DOLLAR,2011,May,152.39,152.89,153.39
05/10/2011,US DOLLAR,2011,May,152.18,152.68,153.18
05/09/2011,US DOLLAR,2011,May,152.18,152.68,153.18
05/06/2011,US DOLLAR,2011,May,152.03,152.53,153.03
05/05/2011,US DOLLAR,2011,May,152.03,152.53,153.03
05/04/2011,US DOLLAR,2011,May,152.03,152.53,153.03
05/03/2011,US DOLLAR,2011,May,151.92,152.42,152.92
4/29/2011,US DOLLAR,2011,April,151.92,152.42,152.92
4/28/2011,US DOLLAR,2011,April,151.92,152.42,152.92
4/27/2011,US DOLLAR,2011,April,151.92,152.42,152.92
4/21/2011,US DOLLAR,2011,April,151.76,152.26,152.76
4/20/2011,US DOLLAR,2011,April,151.76,152.26,152.76
4/19/2011,US DOLLAR,2011,April,151.96,152.46,152.96
4/18/2011,US DOLLAR,2011,April,151.96,152.46,152.96
4/15/2011,US DOLLAR,2011,April,151.58,152.08,152.58
4/14/2011,US DOLLAR,2011,April,151.58,152.08,152.58
4/13/2011,US DOLLAR,2011,April,151.58,152.08,152.58
04/12/2011,US DOLLAR,2011,April,151.21,151.71,152.21
04/11/2011,US DOLLAR,2011,April,151.21,151.71,152.21
04/08/2011,US DOLLAR,2011,April,150.91,151.41,151.91
04/07/2011,US DOLLAR,2011,April,150.91,151.41,151.91
04/06/2011,US DOLLAR,2011,April,150.91,151.41,151.91
04/05/2011,US DOLLAR,2011,April,150.76,151.26,151.76
04/04/2011,US DOLLAR,2011,April,150.76,151.26,151.76
04/01/2011,US DOLLAR,2011,April,150.52,151.02,151.52
3/31/2011,US DOLLAR,2011,March,150.52,151.02,151.52
3/30/2011,US DOLLAR,2011,March,150.52,151.02,151.52
3/29/2011,US DOLLAR,2011,March,150.3,150.8,151.3
3/28/2011,US DOLLAR,2011,March,150.3,150.8,151.3
3/25/2011,US DOLLAR,2011,March,150.27,150.77,151.27
3/24/2011,US DOLLAR,2011,March,150.27,150.77,151.27
3/23/2011,US DOLLAR,2011,March,150.27,150.77,151.27
3/22/2011,US DOLLAR,2011,March,150.12,150.62,151.12
3/21/2011,US DOLLAR,2011,March,150.12,150.62,151.12
3/18/2011,US DOLLAR,2011,March,150.01,150.51,151.01
3/17/2011,US DOLLAR,2011,March,150.01,150.51,151.01
3/16/2011,US DOLLAR,2011,March,150.01,150.51,151.01
3/15/2011,US DOLLAR,2011,March,149.9,150.4,150.9
3/14/2011,US DOLLAR,2011,March,149.9,150.4,150.9
03/11/2011,US DOLLAR,2011,March,149.79,150.29,150.79
03/10/2011,US DOLLAR,2011,March,149.79,150.29,150.79
03/09/2011,US DOLLAR,2011,March,149.79,150.29,150.79
03/08/2011,US DOLLAR,2011,March,149.68,150.18,150.68
03/07/2011,US DOLLAR,2011,March,149.68,150.18,150.68
03/04/2011,US DOLLAR,2011,March,149.71,150.21,150.71
03/03/2011,US DOLLAR,2011,March,149.71,150.21,150.71
03/02/2011,US DOLLAR,2011,March,149.71,150.21,150.71
03/01/2011,US DOLLAR,2011,March,149.56,150.06,150.56
2/28/2011,US DOLLAR,2011,February,149.56,150.06,150.56
2/25/2011,US DOLLAR,2011,February,149.45,149.95,150.45
2/24/2011,US DOLLAR,2011,February,149.45,149.95,150.45
2/23/2011,US DOLLAR,2011,February,149.45,149.95,150.45
2/22/2011,US DOLLAR,2011,February,149.61,150.11,150.61
2/21/2011,US DOLLAR,2011,February,149.61,150.11,150.61
2/18/2011,US DOLLAR,2011,February,149.5,150,150.5
2/17/2011,US DOLLAR,2011,February,149.5,150,150.5
2/16/2011,US DOLLAR,2011,February,149.5,150,150.5
2/14/2011,US DOLLAR,2011,February,149.47,149.97,150.47
02/10/2011,US DOLLAR,2011,February,149.4,149.9,150.4
02/09/2011,US DOLLAR,2011,February,149.4,149.9,150.4
02/08/2011,US DOLLAR,2011,February,149.34,149.84,150.34
02/07/2011,US DOLLAR,2011,February,149.34,149.84,150.34
02/04/2011,US DOLLAR,2011,February,149.31,149.81,150.31
02/03/2011,US DOLLAR,2011,February,149.31,149.81,150.31
02/02/2011,US DOLLAR,2011,February,149.31,149.81,150.31
02/01/2011,US DOLLAR,2011,February,149.35,149.85,150.35
1/31/2011,US DOLLAR,2011,January,149.35,149.85,150.35
1/28/2011,US DOLLAR,2011,January,149.31,149.81,150.31
1/27/2011,US DOLLAR,2011,January,149.31,149.81,150.31
1/26/2011,US DOLLAR,2011,January,149.4,149.9,150.4
1/25/2011,US DOLLAR,2011,January,149.4,149.9,150.4
1/24/2011,US DOLLAR,2011,January,149.4,149.9,150.4
1/21/2011,US DOLLAR,2011,January,149.3,149.8,150.3
1/20/2011,US DOLLAR,2011,January,149.3,149.8,150.3
1/19/2011,US DOLLAR,2011,January,149.3,149.8,150.3
1/18/2011,US DOLLAR,2011,January,149.31,149.81,150.31
1/17/2011,US DOLLAR,2011,January,149.31,149.81,150.31
1/14/2011,US DOLLAR,2011,January,149.01,149.51,150.01
1/13/2011,US DOLLAR,2011,January,149.01,149.51,150.01
01/12/2011,US DOLLAR,2011,January,149.01,149.51,150.01
01/11/2011,US DOLLAR,2011,January,148.8,149.3,149.8
01/10/2011,US DOLLAR,2011,January,148.8,149.3,149.8
01/07/2011,US DOLLAR,2011,January,148.5,148.5,148.5
01/06/2011,US DOLLAR,2011,January,148.5,149,149.5
01/05/2011,US DOLLAR,2011,January,148.5,149,149.5
01/04/2011,US DOLLAR,2011,January,148.17,148.67,149.17
12/31/2010,US DOLLAR,2010,December,148.17,148.67,149.17
12/30/2010,US DOLLAR,2010,December,148.17,148.67,149.17
12/29/2010,US DOLLAR,2010,December,148.17,148.67,149.17
12/24/2010,US DOLLAR,2010,December,148.17,148.67,149.17
12/23/2010,US DOLLAR,2010,December,148.17,148.67,149.17
12/22/2010,US DOLLAR,2010,December,148.17,148.67,149.17
12/21/2010,US DOLLAR,2010,December,148.17,148.67,149.17
12/20/2010,US DOLLAR,2010,December,148.17,148.67,149.17
12/17/2010,US DOLLAR,2010,December,148.17,148.67,149.17
12/16/2010,US DOLLAR,2010,December,148.17,148.67,149.17
12/15/2010,US DOLLAR,2010,December,148.17,148.67,149.17
12/14/2010,US DOLLAR,2010,December,148.06,148.56,149.06
12/13/2010,US DOLLAR,2010,December,148.06,148.56,149.06
12/10/2010,US DOLLAR,2010,December,148.01,148.51,149.01
12/09/2010,US DOLLAR,2010,December,148.01,148.51,149.01
12/08/2010,US DOLLAR,2010,December,148.01,148.51,149.01
12/07/2010,US DOLLAR,2010,December,147.91,148.41,148.91
12/06/2010,US DOLLAR,2010,December,147.91,148.41,148.91
12/03/2010,US DOLLAR,2010,December,147.8,148.3,148.8
12/02/2010,US DOLLAR,2010,December,147.8,148.3,148.8
12/01/2010,US DOLLAR,2010,December,147.8,148.3,148.8
11/30/2010,US DOLLAR,2010,November,147.75,148.25,148.75
11/29/2010,US DOLLAR,2010,November,147.75,148.25,148.75
11/26/2010,US DOLLAR,2010,November,148,148.5,149
11/25/2010,US DOLLAR,2010,November,148,148.5,149
11/24/2010,US DOLLAR,2010,November,148,148.5,149
11/23/2010,US DOLLAR,2010,November,147.91,148.41,148.91
11/22/2010,US DOLLAR,2010,November,147.91,148.41,148.91
11/19/2010,US DOLLAR,2010,November,147.81,148.31,148.81
11/18/2010,US DOLLAR,2010,November,147.81,148.31,148.81
11/15/2010,US DOLLAR,2010,November,147.81,148.31,148.81
11/12/2010,US DOLLAR,2010,November,147.7,148.2,148.7
11/11/2010,US DOLLAR,2010,November,147.7,148.2,148.7
11/10/2010,US DOLLAR,2010,November,147.7,148.2,148.7
11/09/2010,US DOLLAR,2010,November,147.6,148.1,148.6
11/08/2010,US DOLLAR,2010,November,147.6,148.1,148.6
11/05/2010,US DOLLAR,2010,November,147.6,148.1,148.6
11/04/2010,US DOLLAR,2010,November,147.6,148.1,148.6
11/03/2010,US DOLLAR,2010,November,147.6,148.1,148.6
11/02/2010,US DOLLAR,2010,November,147.5,148,148.5
11/01/2010,US DOLLAR,2010,November,147.5,148,148.5
10/29/2010,US DOLLAR,2010,October,147.5,148,148.5
10/28/2010,US DOLLAR,2010,October,147.5,148,148.5
10/27/2010,US DOLLAR,2010,October,147.5,148,148.5
10/26/2010,US DOLLAR,2010,October,148.9,149.4,149.9
10/25/2010,US DOLLAR,2010,October,148.9,149.4,149.9
10/22/2010,US DOLLAR,2010,October,148.96,149.46,149.96
10/21/2010,US DOLLAR,2010,October,148.96,149.46,149.96
10/20/2010,US DOLLAR,2010,October,148.96,149.46,149.96
10/19/2010,US DOLLAR,2010,October,148.95,149.45,149.95
10/18/2010,US DOLLAR,2010,October,148.95,149.45,149.95
10/15/2010,US DOLLAR,2010,October,149.01,149.51,150.01
10/14/2010,US DOLLAR,2010,October,149.01,149.51,150.01
10/13/2010,US DOLLAR,2010,October,149.01,149.51,150.01
10/12/2010,US DOLLAR,2010,October,148.97,149.47,149.97
10/11/2010,US DOLLAR,2010,October,148.97,149.47,149.97
10/08/2010,US DOLLAR,2010,October,148.85,148.85,148.85
10/07/2010,US DOLLAR,2010,October,148.85,149.35,149.85
10/06/2010,US DOLLAR,2010,October,148.85,149.35,149.85
10/05/2010,US DOLLAR,2010,October,148.88,149.38,149.88
10/04/2010,US DOLLAR,2010,October,148.88,149.38,149.88
9/30/2010,US DOLLAR,2010,September,148.85,149.35,149.85
9/29/2010,US DOLLAR,2010,September,148.85,149.35,149.85
9/28/2010,US DOLLAR,2010,September,149.05,149.55,150.05
9/27/2010,US DOLLAR,2010,September,149.05,149.55,150.05
9/24/2010,US DOLLAR,2010,September,148.89,149.39,149.89
9/23/2010,US DOLLAR,2010,September,148.89,149.39,149.89
9/22/2010,US DOLLAR,2010,September,148.89,149.39,149.89
9/21/2010,US DOLLAR,2010,September,148.63,149.13,149.63
9/20/2010,US DOLLAR,2010,September,148.63,149.13,149.63
9/17/2010,US DOLLAR,2010,September,148.47,148.97,149.47
9/16/2010,US DOLLAR,2010,September,148.47,148.97,149.47
9/15/2010,US DOLLAR,2010,September,148.47,148.97,149.47
9/14/2010,US DOLLAR,2010,September,148.41,148.91,149.41
9/13/2010,US DOLLAR,2010,September,148.41,148.91,149.41
09/08/2010,US DOLLAR,2010,September,148.3,148.8,149.3
09/07/2010,US DOLLAR,2010,September,148.18,148.68,149.18
09/06/2010,US DOLLAR,2010,September,148.18,148.68,149.18
09/03/2010,US DOLLAR,2010,September,148.06,148.56,149.06
09/02/2010,US DOLLAR,2010,September,148.06,148.56,149.06
09/01/2010,US DOLLAR,2010,September,148.06,148.56,149.06
8/31/2010,US DOLLAR,2010,August,148.29,148.79,149.29
8/30/2010,US DOLLAR,2010,August,148.29,148.79,149.29
8/27/2010,US DOLLAR,2010,August,148.06,148.56,149.06
8/26/2010,US DOLLAR,2010,August,148.06,148.56,149.06
8/25/2010,US DOLLAR,2010,August,148.06,148.56,149.06
8/24/2010,US DOLLAR,2010,August,147.88,148.38,148.88
8/23/2010,US DOLLAR,2010,August,147.88,148.38,148.88
8/20/2010,US DOLLAR,2010,August,147.75,148.25,148.75
8/19/2010,US DOLLAR,2010,August,147.75,148.25,148.75
8/18/2010,US DOLLAR,2010,August,147.75,148.25,148.75
8/17/2010,US DOLLAR,2010,August,147.75,148.25,148.75
8/16/2010,US DOLLAR,2010,August,147.75,148.25,148.75
8/13/2010,US DOLLAR,2010,August,147.64,148.14,148.64
08/12/2010,US DOLLAR,2010,August,147.64,148.14,148.64
08/11/2010,US DOLLAR,2010,August,147.64,148.14,148.64
08/10/2010,US DOLLAR,2010,August,147.56,148.06,148.56
08/09/2010,US DOLLAR,2010,August,147.56,148.06,148.56
08/06/2010,US DOLLAR,2010,August,147.56,148.06,148.56
08/05/2010,US DOLLAR,2010,August,147.56,148.06,148.56
